sentence,label,idx,target
question: It comes with a pair of 70lb Dumbbells or just one ? product: Heavy Duty Dumbbell Set with Rack 5-70 lbs Pairs,0,15493,not funny
question: Does the lamp include a genie?! product: GSM DISTRIBUTION Brass Aladdin Genie Lamps Incense Burners,1,13686,funny
"question: Is this tier 1 navy seal gear? product: Tufforce Muzzle Brake with 4 side Picatinny rail 1/2""-28 thread for 223 USA Patent Granted MT-4L65R",0,3178,not funny
question: Do your chickens have large talons? product: Punchau Lawn Aerator Shoes w/Metal Buckles and 3 Straps - Heavy Duty Spiked Sandals for Aerating Your Lawn or Yard,1,15880,funny
question: Why won't you ship internationally to the UK? product: Uranium Ore,0,9892,not funny
question: Does Brad Pitt have this in his office? product: Messagee Cute Hippo Succulent Pots with Drainage Resin Mini Flower Pot Garden Plants Vase Desk Flower Decoration,1,15511,funny
question: Have you seen the NuCompanion? product: Winning Moves Games Classic Ouija,0,6706,not funny
question: Does it actually make a skull in the air when it burns? product: Resident Evil Official 4D Candle,1,12353,funny
question: How long does one last for? product: oogiebear - The Safe Baby Nasal Booger and Ear Cleaner; Baby Shower Gift and Registry Essential Snot Removal Tool,0,2712,not funny
question: Does it have the sword clamp on the back?  Or hand straps or just wall hanging hooks? product: Knight Templar Royal Crusader Shield Red Cross w/ Grid,0,16353,not funny
question: does it have glitter ? product: Bath Bombs Gift Set6 Large Organic Spa Fizzies Kit USA design Gifts For Women Mom Girls Teens,0,14991,not funny
question: Does this work on all bananas?  Bananas come in a variety of shapes and sizes.  Also is there an ethnic version?  I hear they're much larger. product: PEREGRINE Banana Saver Yellow,1,4659,funny
question: Can Illy's IperEspresso slay dragons? product: illy Coffee iperEspresso Capsule Classico Medium Roast Espresso Pods 100% Arabica Bean Signature Italian Blend Premium Gourmet Roast Compatible with illy iperEspresso Machines  21 ct,1,5993,funny
question: How many hits would it take to slay a middle age dragon? product: CAS Hanwei Wind and Thunder Katana Sword,1,19031,funny
"question: I tried to purchase but it says "" we can't ship to this address "". What can I do?  Is it the same fee($17.95) if I want to purchase 2 bottles? product: Lumixyl MD Topical Brightening Creme 1 Ounce",0,15194,not funny
question: Can I buy one of these I'm a little confused what all comes with my white  privilege product: Black Lives Matter Unisex T-Shirt,1,5160,funny
question: Any pokets at all? product: Historical Emporium Men's Cotton Twill Mad Scientist Howie Lab Coat M/L Black,0,335,not funny
"question: Can you eat this pillow ? product: iscream Sugar-riffic Donut Shaped Bi-Color 16"" Photoreal Print Microbead Pillow Pink Front/Chocolate Back 16""Wx16""H",1,18189,funny
question: Is there a size 4 or 4.5? product: 1.25 Carat Round Brilliant Cubic Zirconia Sterling Silver 925 Wedding Engagement Ring Band Set 8,0,16148,not funny
question: does this product contain the mother product: Mega Potency Apple Cider vinegar 650 mg 650 mg 400 Capsules,1,4999,funny
question: Does it fit for a 10 year old? product: Plague Doctor Mask Birds Long Nose Beak Faux Leather Steampunk Halloween Costume Props (Black),0,15844,not funny
question: Always on...makes you wonder who is listening up there in the cloud.  Can Alexa be subpoenaed? product: Amazon Echo - Black (1st Generation),1,6092,funny
question: Is the remote so simple my cat can operate it to let me in when I'm locked out? product: Mighty Mule Wireless Gate Entry Intercom/Keypad System (FM136),1,1866,funny
question: My wife is looking to get one for me would this work on humans product: Puss and Pooch Dog Training Collar - Dog Remote Training Collar 300 Meter Range Static Shock Collar w/Humane Vibration & Beep Option,1,16524,funny
question: Does the product contain artificial dyes? product: Little Stinker The Original Bag of Unicorn Farts Cotton Candy Funny Novelty Gift for Unique Birthday Gag Gift for Friends Mom Dad Girl Boy Grandson Stocking Stuffer While Elephant Christmas,0,8174,not funny
question: Isn't this a violation of fish's rights??? product: Aftco Fish Bat FBAT2B,1,2270,funny
question: Does this have it's own easy bake oven? product: Sylvania SKCR2713 Under Counter CD Player with Radio and Bluetooth Silver,1,16052,funny
question: may you send one for me as a gift :) product: Apple iPhone 6 Plus 64GB Unlocked GSM 4G LTE Dual-Core Phone w/ 8MP Camera - Gold,1,10956,funny
question: does it lookrealistic product: Daisy Powerline 340 BB Repeater Pistol,0,3721,not funny
question: Good day from munich the zimbabwe 50 and 100 000 000 000 000 are copies? if not please send photos of 10 different notes. thank you a. miller-berger product: Trillion Dollar Pair Zimbabwe - 50 Trillion & 100 Trillion Dollar Notes by Shipodin,0,16375,not funny
question: Is this release made from Unicorn Horn? product: Scott 8001-RE Exxus Release by Scott,1,11922,funny
question: What is the diameter at its thickest point product: XL Jewel Butt Plug Diamond,0,7658,not funny
question: Why is Amazon allowing all of these obviously fake reviews? That is an excellent question which Amazon should answer. product: Trump Make America Great Again Red Cap Collectible Ornament,0,7648,not funny
question: How much weight can it support? product: Asfour Crystal Tut Anhk Amon Chair,0,5655,not funny
question: is this vegan? product: ThinkGeek Easy-Open Canned Unicorn Meat: Excellent Source of Sparkles Magic in Every Bite 5.5 Ounce - Stuffed Plush Toy,0,12064,not funny
question: Does this work with intel onboard graphic with hdmi 1.4? I’d be using it just for productivity product: Samsung Electronics LC49HG90DMNXZA CHG90 Series Curved 49-Inch Gaming Monitor,0,15809,not funny
question: can this laptop case give you the all mighty power of meeerrrrrriiiiiccccccaaaaa!!!!!!!!!!!!! product: PLEMO Ultra Slim Rubberized Hard Snap-On Case Shell Cover for 13'' MacBook Pro Retina Display (Model A1425) Laptop Computer American Flag,1,1000,funny
question: Is this made in the USA? product: Confederate Rebel Flag 3ft x 5ft Printed Polyester,0,8555,not funny
question: Will these briefs get me the kind of women i've dreamed of?  like paris h. or taylor s.? product: Tommy Hilfiger Men's 5-Pack Brief Underwear Set,1,17981,funny
question: I saw a similar X Rocker gaming chair at Walmart that said that it worked with GameCube games. Does this model work with the Nintendo GameCube? product: Ace Bayou X Rocker 5127401 Pedestal Video Gaming Chair Wireless Black,0,3591,not funny
question: Does it work for shredding papers? product: Hutzler 571 Banana Slicer,1,7793,funny
question: Will this hat kill my brain cells  and make me as ignorant as a trump supporter? product: TrendyLuz Make America Great Again Donald Trump MAGA Baseball Cap Hat (Black Flag Olive Branch),1,6638,funny
question: If i buy this will women find me attractive? product: Titan X Ultimate Pascal (2016) 12GB GDDR5X GP 102 TSMC 16 nm 11 TFLOPS NVIDIA PASCAL THE WORLD'S MOST ADVANCED GPU ARCHITECTURE,1,1087,funny
question: Would humans be able to battle with them? product: LEGO Lot of 6 Lightsaber for Small Minifigures (2 Red 2 Blue 2 Yellow),1,1635,funny
question: Has anyone been able to summon satan yet? product: Satan's Blood Hot Sauce 1.35 Ounce,1,15676,funny
question: Does Cayde-6 approve of these? product: Samyang 2X Spicy Hot Chicken Flavor Ramen 4.9oz (Pack of 5),1,10814,funny
question: The baby in the picture.  She's falling to her death right? product: Swing Set Accessories - Kid Swing Seat for Outside Playground - Heavy Duty Tree Replacement Swings for Swing Set Parts,1,6533,funny
question: Would this work for a 3yr old? product: Mendini by Cecilio 3-Piece 16-Inch Black Junior Drum Set MJDS-3-BK,0,18131,not funny
question: when it came were all pendants and all chains on all 7 in good shape and worked well on clasp also?would u get again or not product: 14 Pcs Unisex Artistic Fashion Jewelry Stone Glass Rhombus Gemstone Pendant Necklaces,0,6144,not funny
question: Are these connected to Alexa so one can be told when to change? product: Amazon Brand - Solimo Incontinence Guards for Men Maximum Absorbency 104 Count (2 packs of 52),1,16056,funny
question: Can this item be used on myself? product: HALLOWEEN HORROR MOVIE HANGMAN'S NOOSE PROP,0,15532,not funny
question: Its dustproof ? product: Aduro Sport Workout Training Mask - for Running Biking Training and Fitness Achieve High Altitude Elevation Effects with 4 Level Air Flow Regulator [Peak Resistance] - CAMO,0,1456,not funny
question: How big are they? product: Peppa and George Giggle N' Wiggle Plush,0,13414,not funny
"question: Will it kill 10"" diamter oak? product: Tordon RTU Herbicide QT Size",0,13923,not funny
question: Is this damascus steel? product: Masahiro MAZ-401 Damascus Sword of The Serpent,0,2703,not funny
question: will this fit over a lot of hair? product: Rubie's Characters Old Lady/Mrs. Santa Wig One Size,0,14934,not funny
question: What other accessories does it include? product: Vitamix A2500 Ascent Series Smart Blender Professional-Grade 64 oz. Low-Profile Container Black (Certified Refurbished),0,11336,not funny
question: Does wearing one make you dumber? product: Besti Make America Great Again Donald Trump Slogan with USA Flag Cap Adjustable Baseball Hat Black,1,6345,funny
question: That pretty boy at the guitar center said i cant sound like that Jimmy Hendrix boy with this bad boy? is that true? product: Behringer Super Fuzz SF300 3-Mode Fuzz Distortion Instrument Effects Pedal,1,1331,funny
question: the price 109 usd includes adapter. Plug ? thanks product: Coca-Cola 12 Can Cooler,0,11346,not funny
question: Is it solar powered? product: Funko POP! Marvel: Dancing Groot Bobble Action Figure,1,18538,funny
question: Can it be returned if i don’t like it? product: Liquid Ass,0,15540,not funny
question: If i install these will i meet the woman of my dreams ? product: Stans-No Tubes NoTubes Hub Conversion Kit,1,16722,funny
question: Does this function as an actual noose that i can kill myself with? product: HALLOWEEN HORROR MOVIE HANGMAN'S NOOSE PROP,1,14390,funny
question: Will it do my dishes and laundry too? What about my taxes? product: iRobot Roomba 980 Wi-Fi Connected Vacuuming Robot,1,13958,funny
question: How do you store it for easy access  with out it smelling. As soon as u sprayed it i couldnt get the smell to go away even washing it. product: Liquid Ass,0,14906,not funny
question: I'm fat.  Will I die? product: HOMY CASA Leisure Recliner and Ottoman Chair Set Racing Car Seat Wrapped PU Leather Base Chair for Office Living Room Black+Red,1,10920,funny
question: How to buy the lady on the photo? product: Pussy Cat Hat Women`s March-Cat Beanie Pink-Winter Hat for Women Lined with Fleece (Powder Pink),1,3768,funny
question: Can you turn off the led but keep the fans on? product: GranVela AXT01 Laptop Cooling Pad  Up to 15.6'' Laptop Cooler with 2 Powerful Fans and LED Light,0,16855,not funny
question: Whats the nutritional value of this item? Is it safe to use on an Atkins diet Induction phase? product: ThinkGeek Canned Dragon Meat Toy,0,3317,not funny
question: Do you sell these with only the punisher logo?  do you have plans for other logos? i love these tanks and hoodies but i cant wear the logo everyday product: GZXISI Mens Skull Print Stringer Bodybuilding Gym Tank Tops Workout Fitness Vest,0,8900,not funny
"question: Does this duck wear it's sunglasses at night? product: GAME 5000 Giant Derby Duck Inflatable Balloon Animal Pool Float Quick-Fill Valves 300-Pound Capacity Built-in Cup Holders 81"" L x 76"" W x 44"" T",1,12081,funny
